#separator:tab
#html:false
#notetype column:1
#deck column:2
#tags column:7

Type	Deck	Text_zh-Cn	BackExtra_zh-Cn	Tags
Cloze	Inbox::CSSC::02dev::typescript	TypeScript 能够在 {{c1::同一行 (same line)}} 代码内根据布尔运算进行类型缩窄。	单行缩窄。	"#CSSC::#Topic::Typescript::99-Cheatsheet::01-CFA"
Cloze	Inbox::CSSC::02dev::typescript	类型谓词（Type Predicate）的完整形式是 `arg is {{c1::Type}}`。	语法细节。	"#CSSC::#Topic::Typescript::99-Cheatsheet::01-CFA"
Cloze	Inbox::CSSC::02dev::typescript	断言函数（Assertion Functions）描述了当它 {{c1::返回 (returning)}}（而非抛出错误）时类型的变化。	断言逻辑。	"#CSSC::#Topic::Typescript::99-Cheatsheet::01-CFA"
Cloze	Inbox::CSSC::02dev::typescript	CFA 会追踪变量的 {{c1::整个流向 (flow)}}，从而识别出经过验证的变量。	追踪能力。	"#CSSC::#Topic::Typescript::99-Cheatsheet::01-CFA"
Cloze	Inbox::CSSC::02dev::typescript	常见的 Narrowing 手段包括 typeof、instanceof、in 以及 {{c1::Array.isArray}}。	缩窄工具汇总。	"#CSSC::#Topic::Typescript::99-Cheatsheet::01-CFA"
Cloze	Inbox::CSSC::02dev::typescript	传递给新类实例的参数通常来自类中的 {{c1::constructor}} 函数。	构造函数提供参数。	"#CSSC::#Topic::Typescript::99-Cheatsheet::02-Classes"
Cloze	Inbox::CSSC::02dev::typescript	在 TypeScript 中，前缀 `private` 只是 {{c1::类型层面 (type-only)}} 的补充，在运行时没有影响。	private 关键字在 JS 运行时无效。	"#CSSC::#Topic::Typescript::99-Cheatsheet::02-Classes"
Cloze	Inbox::CSSC::02dev::typescript	"与 `private` 不同，{{c1::#private}} 语法是由 JavaScript 引擎在运行时强制执行私有性的。"	JS 原生私有属性.	"#CSSC::#Topic::Typescript::99-Cheatsheet::02-Classes"
Cloze	Inbox::CSSC::02dev::typescript	类中函数内部 `this` 的值取决于 {{c1::函数是如何被调用的 (how the function is called)}}。	this 指向不保证始终为类实例。	"#CSSC::#Topic::Typescript::99-Cheatsheet::02-Classes"
Cloze	Inbox::CSSC::02dev::typescript	为了解决 `this` 指向问题，开发者可以使用 bind 函数、this 参数或 {{c1::箭头函数 (arrow functions)}}。	修复 this 的常见手段。	"#CSSC::#Topic::Typescript::99-Cheatsheet::02-Classes"
Cloze	Inbox::CSSC::02dev::typescript	TypeScript 中的类可以同时作为 {{c1::类型 (type)}} 和 {{c1::值 (value)}} 使用。	双重身份。	"#CSSC::#Topic::Typescript::99-Cheatsheet::02-Classes"
Cloze	Inbox::CSSC::02dev::typescript	使用 {{c1::implements}} 关键字可以确保类符合一组接口或类型。	接口约束。	"#CSSC::#Topic::Typescript::99-Cheatsheet::02-Classes"
Cloze	Inbox::CSSC::02dev::typescript	在字段名后加上 {{c1::?}} 表示该字段是可选的。	可选字段语法。	"#CSSC::#Topic::Typescript::99-Cheatsheet::02-Classes"
Cloze	Inbox::CSSC::02dev::typescript	在字段名后使用 {{c1::!}} 表示该字段虽然未在构造函数初始化，但“肯定存在”。	非空断言字段。	"#CSSC::#Topic::Typescript::99-Cheatsheet::02-Classes"
Cloze	Inbox::CSSC::02dev::typescript	标记为 {{c1::readonly}} 的字段只能在构造函数中被赋值，之后不可更改。	只读属性。	"#CSSC::#Topic::Typescript::99-Cheatsheet::02-Classes"
Cloze	Inbox::CSSC::02dev::typescript	当执行 `new` 操作时，{{c1::构造函数 (constructor)}} 中的代码会被调用。	实例化调用。	"#CSSC::#Topic::Typescript::99-Cheatsheet::02-Classes"
Cloze	Inbox::CSSC::02dev::typescript	若启用了 {{c1::strict: true}}，构造函数中的代码会根据字段定义进行检查以确保正确初始化。	严格检查模式.	"#CSSC::#Topic::Typescript::99-Cheatsheet::02-Classes"
Cloze	Inbox::CSSC::02dev::typescript	{{c1::public}} 是类成员默认的访问修饰符。	默认访问级别。	"#CSSC::#Topic::Typescript::99-Cheatsheet::02-Classes"
Cloze	Inbox::CSSC::02dev::typescript	{{c1::protected}} 修饰符允许当前类及其子类访问该成员。	受保护成员。	"#CSSC::#Topic::Typescript::99-Cheatsheet::02-Classes"
Cloze	Inbox::CSSC::02dev::typescript	{{c1::private}} 修饰符仅允许在当前类内部进行类型检查时的访问。	私有成员（仅限本类）。	"#CSSC::#Topic::Typescript::99-Cheatsheet::02-Classes"
Cloze	Inbox::CSSC::02dev::typescript	{{c1::static}} 字段或方法属于类本身，而不是类的实例。	静态成员。	"#CSSC::#Topic::Typescript::99-Cheatsheet::02-Classes"
Cloze	Inbox::CSSC::02dev::typescript	在 {{c1::静态块 (static blocks)}} 中，关键字 `this` 指向的是静态类本身。	静态初始化块。	"#CSSC::#Topic::Typescript::99-Cheatsheet::02-Classes"
Cloze	Inbox::CSSC::02dev::typescript	{{c1::抽象类 (abstract class)}} 是一种不能被直接实例化，只能被子类继承的类。	抽象类定义。	"#CSSC::#Topic::Typescript::99-Cheatsheet::02-Classes"
Cloze	Inbox::CSSC::02dev::typescript	抽象类中的成员也可以被标记为 {{c1::abstract}}，要求子类必须实现它们。	强制子类实现。	"#CSSC::#Topic::Typescript::99-Cheatsheet::02-Classes"
Cloze	Inbox::CSSC::02dev::typescript	装饰器（Decorators）通过 {{c1::@}} 符号进行标注，可以用于类、方法、属性等。	装饰器语法。	"#CSSC::#Topic::Typescript::99-Cheatsheet::02-Classes"
Cloze	Inbox::CSSC::02dev::typescript	{{c1::参数属性 (Parameter Properties)}} 是 TypeScript 的一种特有扩展，可以在构造函数中直接定义并初始化实例字段。	参数属性简写。	"#CSSC::#Topic::Typescript::99-Cheatsheet::02-Classes"
Cloze	Inbox::CSSC::02dev::typescript	在 `class Location { constructor(public x: number) {} }` 中，变量 x 会自动成为类的 {{c1::实例字段 (instance field)}}。	参数属性的效果。	"#CSSC::#Topic::Typescript::99-Cheatsheet::02-Classes"
Cloze	Inbox::CSSC::02dev::typescript	使用 {{c1::泛型 (Generics)}} 可以在类中声明一个可以在方法中改变的类型。	泛型类。	"#CSSC::#Topic::Typescript::99-Cheatsheet::02-Classes"
Cloze	Inbox::CSSC::02dev::typescript	在 `class Box<Type>` 语法中，`Type` 被称为 {{c1::类类型参数 (Class type parameter)}}。	泛型参数定义。	"#CSSC::#Topic::Typescript::99-Cheatsheet::02-Classes"
Cloze	Inbox::CSSC::02dev::typescript	装饰器可以应用于类、方法、访问器、属性以及方法的 {{c1::参数 (parameters)}}。	装饰器应用范围。	"#CSSC::#Topic::Typescript::99-Cheatsheet::02-Classes"
Cloze	Inbox::CSSC::02dev::typescript	在子类的构造函数中，必须先调用 {{c1::super()}} 才能访问 `this`。	子类初始化。	"#CSSC::#Topic::Typescript::99-Cheatsheet::02-Classes"
Cloze	Inbox::CSSC::02dev::typescript	"TypeScript 类字段可以设置 {{c1::默认值 (defaults)}}，例如 `role = ""user""`。"	字段默认值。	"#CSSC::#Topic::Typescript::99-Cheatsheet::02-Classes"
Cloze	Inbox::CSSC::02dev::typescript	Getter 和 Setter 使用 {{c1::get}} 和 {{c1::set}} 关键字来拦截属性访问。	存取器语法。	"#CSSC::#Topic::Typescript::99-Cheatsheet::02-Classes"
Cloze	Inbox::CSSC::02dev::typescript	"`private x` 在类型系统内提供保护，而 {{c1::#x}} 提供真正的运行时隔离。"	私有性对比。	"#CSSC::#Topic::Typescript::99-Cheatsheet::02-Classes"
Cloze	Inbox::CSSC::02dev::typescript	定义了两个重载定义的函数被称为具有 {{c1::重载 (overload)}} 的函数。	函数重载。	"#CSSC::#Topic::Typescript::99-Cheatsheet::02-Classes"
Cloze	Inbox::CSSC::02dev::typescript	类可以作为值使用，例如在 `abc = {{c1::new ABC()}}` 中。	类作为值。	"#CSSC::#Topic::Typescript::99-Cheatsheet::02-Classes"
Cloze	Inbox::CSSC::02dev::typescript	在抽象类中，如果一个成员被标记为 `abstract`，它通常没有 {{c1::具体实现 (implementation)}}。	抽象成员特性。	"#CSSC::#Topic::Typescript::99-Cheatsheet::02-Classes"
Cloze	Inbox::CSSC::02dev::typescript	参数属性通过在构造函数参数前添加 {{c1::访问修饰符 (access modifier)}}（如 public/private）来声明。	参数属性声明方式。	"#CSSC::#Topic::Typescript::99-Cheatsheet::02-Classes"
Cloze	Inbox::CSSC::02dev::typescript	泛型类的属性类型可以根据传入的参数类型进行 {{c1::推断 (inferred)}} 或明确指定。	泛型灵活性。	"#CSSC::#Topic::Typescript::99-Cheatsheet::02-Classes"
Cloze	Inbox::CSSC::02dev::typescript	装饰器允许开发者以 {{c1::声明式 (declarative)}} 的方式修改类及其成员的行为。	装饰器目的。	"#CSSC::#Topic::Typescript::99-Cheatsheet::02-Classes"
Cloze	Inbox::CSSC::02dev::typescript	"JavaScript 引擎会强制执行 `#[field]` 只能在 {{c1::类内部 (inside the class)}} 访问。"	运行时私有性强制.	"#CSSC::#Topic::Typescript::99-Cheatsheet::02-Classes"
Cloze	Inbox::CSSC::02dev::typescript	在类的方法描述中，可以使用 {{c1::箭头函数 (arrow function)}} 字段来固定 `this` 指向。	箭头函数字段。	"#CSSC::#Topic::Typescript::99-Cheatsheet::02-Classes"
Cloze	Inbox::CSSC::02dev::typescript	静态初始化块使用 {{c1::static { ... }}} 语法。	静态块语法。	"#CSSC::#Topic::Typescript::99-Cheatsheet::02-Classes"
Cloze	Inbox::CSSC::02dev::typescript	一个类可以实现多个接口，只需在 `implements` 后用 {{c1::逗号 (comma)}} 分隔。	多接口实现。	"#CSSC::#Topic::Typescript::99-Cheatsheet::02-Classes"
Cloze	Inbox::CSSC::02dev::typescript	`abstract class` 的存在是为了在类型系统中被 {{c1::子类化 (subclassed)}}。	抽象类用途。	"#CSSC::#Topic::Typescript::99-Cheatsheet::02-Classes"
Cloze	Inbox::CSSC::02dev::typescript	TypeScript 中的接口（Interface）主要用于描述 {{c1::对象 (objects)}} 的形状。	接口的基本用途。	"#CSSC::#Topic::Typescript::99-Cheatsheet::03-Interfaces"
Cloze	Inbox::CSSC::02dev::typescript	接口可以通过 {{c1::extends}} 关键字被其他接口扩展。	接口的继承。	"#CSSC::#Topic::Typescript::99-Cheatsheet::03-Interfaces"
Cloze	Inbox::CSSC::02dev::typescript	由于 JavaScript 中几乎所有东西都是对象，接口的设计是为了匹配它们的 {{c1::运行时行为 (runtime behavior)}}。	设计初衷。	"#CSSC::#Topic::Typescript::99-Cheatsheet::03-Interfaces"
Cloze	Inbox::CSSC::02dev::typescript	在属性名后加上 {{c1::?}} 表示该属性在对象中是可选的。	可选属性语法。	"#CSSC::#Topic::Typescript::99-Cheatsheet::03-Interfaces"
Cloze	Inbox::CSSC::02dev::typescript	使用 {{c1::readonly}} 前缀可以防止属性在初始化后被更改。	只读属性。	"#CSSC::#Topic::Typescript::99-Cheatsheet::03-Interfaces"
Cloze	Inbox::CSSC::02dev::typescript	接口中的方法可以定义为 `update{{c1::(n: number): void}}` 这种方法语法。	方法定义语法。	"#CSSC::#Topic::Typescript::99-Cheatsheet::03-Interfaces"
Cloze	Inbox::CSSC::02dev::typescript	接口中的方法也可以定义为属性语法：`update: {{c1::(n: number) => void}}`。	属性函数语法。	"#CSSC::#Topic::Typescript::99-Cheatsheet::03-Interfaces"
Cloze	Inbox::CSSC::02dev::typescript	{{c1::调用签名 (Call signatures)}} 允许接口描述一个可以像函数一样被调用的对象。	可调用对象。	"#CSSC::#Topic::Typescript::99-Cheatsheet::03-Interfaces"
Cloze	Inbox::CSSC::02dev::typescript	若要描述可以使用 `new` 调用的对象，应使用 {{c1::构造签名 (Construct signatures)}}。	构造签名语法。	"#CSSC::#Topic::Typescript::99-Cheatsheet::03-Interfaces"
Cloze	Inbox::CSSC::02dev::typescript	{{c1::索引签名 (Index signatures)}} 语法如 `[key: string]: number` 用于描述具有动态键的对象。	索引签名。	"#CSSC::#Topic::Typescript::99-Cheatsheet::03-Interfaces"
Cloze	Inbox::CSSC::02dev::typescript	如果定义了索引签名，所有其他属性的类型必须 {{c1::符合 (conform to)}} 索引签名的返回类型。	索引签名的限制。	"#CSSC::#Topic::Typescript::99-Cheatsheet::03-Interfaces"
Cloze	Inbox::CSSC::02dev::typescript	接口支持 {{c1::多重继承}}，例如 `interface A extends B, C`。	扩展多个接口。	"#CSSC::#Topic::Typescript::99-Cheatsheet::03-Interfaces"
Cloze	Inbox::CSSC::02dev::typescript	当多个同名接口声明存在时，它们会发生 {{c1::合并 (merging)}}。	接口声明合并。	"#CSSC::#Topic::Typescript::99-Cheatsheet::03-Interfaces"
Cloze	Inbox::CSSC::02dev::typescript	{{c1::声明合并 (Declaration merging)}} 意味着后续声明会向现有的接口定义中添加新字段。	合并的效果。	"#CSSC::#Topic::Typescript::99-Cheatsheet::03-Interfaces"
Cloze	Inbox::CSSC::02dev::typescript	使用 {{c1::implements}} 关键字可以确保类符合接口定义的规范。	类的一致性检查。	"#CSSC::#Topic::Typescript::99-Cheatsheet::03-Interfaces"
Cloze	Inbox::CSSC::02dev::typescript	{{c1::泛型 (Generics)}} 允许在接口中声明一个可以在使用时改变的类型参数。	泛型接口。	"#CSSC::#Topic::Typescript::99-Cheatsheet::03-Interfaces"
Cloze	Inbox::CSSC::02dev::typescript	可以使用 {{c1::extends}} 关键字对泛型参数设置约束（Constraints）。	泛型约束。	"#CSSC::#Topic::Typescript::99-Cheatsheet::03-Interfaces"
Cloze	Inbox::CSSC::02dev::typescript	在接口中使用 {{c1::get}} 关键字可以定义只读的存取器属性。	Getter 语法。	"#CSSC::#Topic::Typescript::99-Cheatsheet::03-Interfaces"
Cloze	Inbox::CSSC::02dev::typescript	在接口中使用 {{c1::set}} 关键字可以定义允许写入的属性。	Setter 语法。	"#CSSC::#Topic::Typescript::99-Cheatsheet::03-Interfaces"
Cloze	Inbox::CSSC::02dev::typescript	编辑器中显示的属性说明通常是通过附加 {{c1::JSDoc}} 注释实现的。	文档支持。	"#CSSC::#Topic::Typescript::99-Cheatsheet::03-Interfaces"
Cloze	Inbox::CSSC::02dev::typescript	一个可调用的接口可以有 {{c1::多个定义 (multiple definitions)}} 以支持不同的参数组（重载）。	函数重载支持。	"#CSSC::#Topic::Typescript::99-Cheatsheet::03-Interfaces"
Cloze	Inbox::CSSC::02dev::typescript	`interface Box<Type>` 中的 `Type` 被称为 {{c1::类型参数 (type parameter)}}。	泛型术语。	"#CSSC::#Topic::Typescript::99-Cheatsheet::03-Interfaces"
Cloze	Inbox::CSSC::02dev::typescript	通过 `extends { status: number }` 约束的泛型，意味着传入的类型必须具有 {{c1::status}} 属性。	约束的具体含义。	"#CSSC::#Topic::Typescript::99-Cheatsheet::03-Interfaces"
Cloze	Inbox::CSSC::02dev::typescript	TypeScript 的内置对象如 `Date`、`Error` 和 `Map` 在底层也是通过 {{c1::接口 (interfaces)}} 描述的。	内置对象描述。	"#CSSC::#Topic::Typescript::99-Cheatsheet::03-Interfaces"
Cloze	Inbox::CSSC::02dev::typescript	`string[]` 也可以表示为 {{c1::Array<string>}}。	数组表示法。	"#CSSC::#Topic::Typescript::99-Cheatsheet::03-Interfaces"
Cloze	Inbox::CSSC::02dev::typescript	元组（Tuple）在接口中表示为固定长度的数组，例如 {{c1::[string, number]}}。	元组语法。	"#CSSC::#Topic::Typescript::99-Cheatsheet::03-Interfaces"
Cloze	Inbox::CSSC::02dev::typescript	接口声明中不允许使用 {{c1::联合类型 (unions)}} 或交叉类型作为顶级定义（通常使用 type 关键字）。	接口与类型的区别。	"#CSSC::#Topic::Typescript::99-Cheatsheet::03-Interfaces"
Cloze	Inbox::CSSC::02dev::typescript	由于 JavaScript 函数也是对象，因此它们可以在接口中拥有 {{c1::属性 (properties)}}。	函数作为对象。	"#CSSC::#Topic::Typescript::99-Cheatsheet::03-Interfaces"
Cloze	Inbox::CSSC::02dev::typescript	`new (s: string): T` 语法表示该对象是一个 {{c1::构造函数 (constructor)}}。	构造签名含义。	"#CSSC::#Topic::Typescript::99-Cheatsheet::03-Interfaces"
Cloze	Inbox::CSSC::02dev::typescript	索引签名 `[key: string]: any` 实际上允许对象拥有 {{c1::任意数量 (any number)}} 的额外属性。	索引签名的灵活性。	"#CSSC::#Topic::Typescript::99-Cheatsheet::03-Interfaces"
Cloze	Inbox::CSSC::02dev::typescript	Setter 的参数类型可以与 Getter 的返回类型 {{c1::不同 (different)}}（例如支持 union）。	存取器灵活性。	"#CSSC::#Topic::Typescript::99-Cheatsheet::03-Interfaces"
Cloze	Inbox::CSSC::02dev::typescript	接口可以通过实现类来强制执行 {{c1::公有 (public)}} 契约。	implements 限制。	"#CSSC::#Topic::Typescript::99-Cheatsheet::03-Interfaces"
Cloze	Inbox::CSSC::02dev::typescript	`interface APICall<Response>` 使用了泛型，这里的 Response 是一个 {{c1::占位符 (placeholder)}} 类型。	泛型概念。	"#CSSC::#Topic::Typescript::99-Cheatsheet::03-Interfaces"
Cloze	Inbox::CSSC::02dev::typescript	当类 `Account` 实现 `Syncable` 时，如果缺少 `sync()` 方法，TypeScript 会 {{c1::报错 (error)}}。	实现契约失败。	"#CSSC::#Topic::Typescript::99-Cheatsheet::03-Interfaces"
Cloze	Inbox::CSSC::02dev::typescript	`readonly` 属性只能在 {{c1::初始化 (initialization)}} 或构造函数中被修改。	readonly 限制。	"#CSSC::#Topic::Typescript::99-Cheatsheet::03-Interfaces"
Cloze	Inbox::CSSC::02dev::typescript	接口无法描述 {{c1::基本类型 (primitives)}} 的别名，如 `type Name = string`。	接口的局限性。	"#CSSC::#Topic::Typescript::99-Cheatsheet::03-Interfaces"
Cloze	Inbox::CSSC::02dev::typescript	在接口合并中，如果两个同名接口定义了相同的属性但类型不同，TypeScript 会 {{c1::报错 (error)}}。	合并冲突。	"#CSSC::#Topic::Typescript::99-Cheatsheet::03-Interfaces"
Cloze	Inbox::CSSC::02dev::typescript	`get size(): number` 定义了一个名为 size 的 {{c1::属性 (property)}} 而不是方法。	Getter 表现。	"#CSSC::#Topic::Typescript::99-Cheatsheet::03-Interfaces"
Cloze	Inbox::CSSC::02dev::typescript	`interface` 关键字后面跟着的是 {{c1::接口名称 (interface name)}}。	基本语法。	"#CSSC::#Topic::Typescript::99-Cheatsheet::03-Interfaces"
Cloze	Inbox::CSSC::02dev::typescript	通过接口，我们可以为复杂的 JavaScript 对象结构提供 {{c1::类型安全性 (type safety)}}。	接口的核心价值。	"#CSSC::#Topic::Typescript::99-Cheatsheet::03-Interfaces"
Cloze	Inbox::CSSC::02dev::typescript	{{c1::联合类型 (Union Types)}} 描述了一个可能是多种选项之一的类型（例如字符串列表）。	联合类型的定义。	"#CSSC::#Topic::Typescript::99-Cheatsheet::04-Types"
Cloze	Inbox::CSSC::02dev::typescript	{{c1::元组 (Tuple)}} 是一种在特定索引处具有已知类型的特殊数组。	元组的定义。	"#CSSC::#Topic::Typescript::99-Cheatsheet::04-Types"
Cloze	Inbox::CSSC::02dev::typescript	可以将类型（Types）看作是类型的 {{c1::变量 (variables)}}。	类型与接口的类比。	"#CSSC::#Topic::Typescript::99-Cheatsheet::04-Types"
Cloze	Inbox::CSSC::02dev::typescript	使用 {{c1::typeof}} 操作符可以重用现有 JavaScript 运行值中的类型。	从值获取类型。	"#CSSC::#Topic::Typescript::99-Cheatsheet::04-Types"
Cloze	Inbox::CSSC::02dev::typescript	{{c1::ReturnType}} 用于重用函数的返回值作为类型。	从函数返回获取类型。	"#CSSC::#Topic::Typescript::99-Cheatsheet::04-Types"
Cloze	Inbox::CSSC::02dev::typescript	{{c1::交叉类型 (Intersection Types)}} 是一种合并或扩展类型的方法（使用 &）。	合并类型。	"#CSSC::#Topic::Typescript::99-Cheatsheet::04-Types"
